wav_filename,wav_filesize,transcript
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_151.wav,233080,LẠI NÓI VỀ NÔNG DÂN DƯỜNG NHƯ ÔNG ĐẶC BIỆT CHÚ Ý ĐẾN CÁC SINH VIÊN CON EM NÔNG DÂN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_152.wav,390080,ĐỒNG THỜI TÌNH HUỐNG BẠN TIẾP XÚC VỚI NẤM MỐC LÀ MỘT YẾU TỐ NGUY CƠ CHO BỆNH LÝ VIÊM MŨI XOANG DO NẤM CŨNG RẤT CẦN ĐƯỢC QUAN TÂM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_153.wav,419080,CÓ LỚP CHÂU CHẤU CON ĐANG BÒ XEN LẪN GIỮA LỚP KHÁC NHỈNH HƠN TÍ CHÚT NHẢY LÁCH TÁCH NHƯ TÔM BÚNG LOẠN XỊ TRÊN CẠN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_154.wav,368080,NHỮNG ĐỘNG TÁC NHƯ CHO TAY HOẶC ĐẦU NGƯỜI VÀO MIỆNG CÁ SẤU RẤT HÚT KHÁCH NHƯNG NẾU KHÔNG CÓ NGHỀ SẼ RẤT NGUY HIỂM VỚI NGƯỜI LUYỆN THÚ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_155.wav,274080,CÓ TRƯỜNG HỢP NHƯ GIA ĐÌNH BÀ NGUYỄN THỊ MAI CÓ ĐẾN BỐN TRỤ CỘT THÌ CẢ BỐN ĐỀU LÀ THÀNH VIÊN ĐỘI ĐUA THUYỀN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_156.wav,163080,TRIỂN LÃM THƯ PHÁP TẬP THƠ NHẬT KÝ TRONG TÙ CỦA CHỦ TỊCH HỒ CHÍ MINH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_157.wav,226080,LAO ĐỘNG TRỞ THÀNH NGUỒN VỐN HỮU HÌNH TRONG MỌI HOẠT ĐỘNG SẢN XUẤT KHÔNG MƠ HỒ CHUNG CHUNG NHƯ TRƯỚC
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_158.wav,205080,THẬT VẬY CHO DÙ CHỈ BẰNG NGHỊ QUYẾT CŨNG ĐÃ LÀ CẢ NÚI VẤN ĐỀ RỒI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_159.wav,217080,ĐÓ LÀ BẠN BÈ CÙNG PHÒNG KINH DOANH TRONG CÔNG TY CỦA ÔNG ĐANG BÀN BẠC CHƯƠNG TRÌNH KINH DOANH MỚI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_160.wav,285080,SỢ NÓI RA THÌ BẢ LẠI QUÁT VẬY THÌ ÔNG SÀNG HÀN QUỐC MÀ TÌM THÌ KHỐN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_161.wav,234080,TUY NHIÊN QUI ĐỊNH NHƯ VẬY NHƯNG KHÔNG CÓ NGHĨA LÀ TẤT CẢ MỌI NGƯỜI ĐỀU SẼ PHẢI NỘP THUẾ NGAY KHI CÓ THU NHẬP
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_162.wav,282080,DÙ BẠN LÀ ĐÊM TÔI LÀ NGÀY VÌ BỞI CHÚNG TA VẪN SỐNG CHUNG MỘT TRÁI ĐẤT VÀ MỘT BẦU TRỜI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_163.wav,249080,Ở NHÀ ANH LỚN TIẾNG NGUYỀN RỦA MÙI SƠN NỒNG NẶC TỎA RA TỪ CÁI MÁY SƯỞI BỊ BẬT QUÁ NÓNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_164.wav,338080,CÂU TRẮC NGHIỆM BÀI TẬP LÀ LOẠI YÊU CẦU THÍ SINH PHẢI VẬN DỤNG CÔNG THỨC HOẶC LẬP PHƯƠNG TRÌNH ĐỂ TÍNH TOÁN CHỌN ĐÁP SỐ CẦN TÌM
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_165.wav,262080,VỞ CÒN CÓ MẶT CÁC DIỄN VIÊN TRUNG DÂN PHƯƠNG DUNG PHI PHỤNG PHÚ HẢI NGỌC TƯỞNG LỆ THI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_166.wav,438080,BẰNG NÀY CÓ GIÁ TRỊ NHƯ CÁC BẰNG ĐẠI HỌC CHÍNH QUY NẾU CÓ BẰNG NÀY EM CÓ THỂ HỌC Ở BẬC HỌC CAO HƠN NHƯ THẠC SỸ TIẾN SỸ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_167.wav,174080,TUY NHIÊN VẤN ĐỀ LÀ TỈ LỆ GÓP CỦA CÁC BÊN ĐỐI TÁC TRONG LIÊN DOANH LÀ BAO NHIÊU
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_168.wav,350080,THEO ÔNG CÔNG TÁC GIÁM SÁT HIỆN NAY CÒN ĐIỀU GÌ BẤT CẬP LÀM SAO ĐỂ VIỆC GIÁM SÁT ĐẢM BẢO CHẤT LƯỢNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_169.wav,372080,ĐIỀN THANH CŨNG TỪNG LÀ NGHỆ SĨ CẢI LƯƠNG TUỒNG CỔ NỔI TIẾNG CỦA ĐOÀN MINH TƠ VỚI VAI DIỄN LÝ LONG XƯỞNG TRONG VỞ TÔ HIẾN THÀNH XỬ ÁN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_170.wav,255080,BẠN BÈ KỂ RẰNG ANH LÀ MỘT NGƯỜI TRẦM TÍNH ĐỨNG ĐẮN MÊ CHỤP ẢNH VÀ XE ĐUA THỂ THAO
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_171.wav,160080,NGOÀI LÝ DO CHỦ QUAN CHÚNG TÔI CŨNG CHƯA LÀM TRÒN TRÁCH NHIỆM CỦA MÌNH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_172.wav,172080,THÔNG THƯỜNG BÀ CON NÔNG DÂN HAY DÙNG CÁM GẠO ĐỂ NUÔI LỢN GÀ NGAN VỊT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_173.wav,238080,HIỆN CƠ QUAN CHỨC NĂNG HUYỆN ĐÔNG SƠN ĐANG TIẾN HÀNH ĐIỀU TRA LÀM RÕ NGUYÊN NHÂN GÂY RA VỤ TAI NẠN LAO ĐỘNG NÊU TRÊN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_174.wav,166080,TƯƠNG TỰ LÀ TÌNH TRẠNG CỦA CÔNG TY K CHUYÊN ĐẦU TƯ ĐẤT DỰ ÁN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_175.wav,272080,NHƯ XÂY DỰNG MỘT TRƯỜNG HỌC MỘT TRUNG TÂM THƯƠNG MẠI KHU VUI CHƠI HAY NHỮNG NƠI CÓ KHẢ NĂNG THU HÚT RẤT NHIỀU NGƯỜI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_176.wav,220080,NHƯNG NGUY CƠ THẤT NGHIỆP LUÔN RÌNH RẬP BỞI TẤT CẢ ĐỀU CHỈ LÀ TẠM BỢ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_177.wav,379080,GẦN NHƯ ĐÃ TRỞ THÀNH THƯỜNG LỆ DIỄN RA VÀO MỖI NĂM HỌC Ở CÁC ĐỊA PHƯƠNG TỪ CẤP TRƯỜNG QUẬN HUYỆN ĐẾN CẤP TỈNH THÀNH RỒI CẤP QUỐC GIA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_178.wav,270080,TÔI CÓ THỂ KIỂM TRA Ở ĐÂU ĐỂ BIẾT CHÍNH XÁC SỐ RUỘNG NÀY ĐANG THUỘC QUYỀN SỞ HỮU CỦA AI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_179.wav,174080,TÔI SẼ ĐƯA CÁC ANH ĐẾN NHỮNG NƠI MÀ CÁC ANH CHƯA TỪNG BIẾT ĐẾN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_180.wav,245080,BẴNG ĐI CẢ TUẦN KHÔNG GẶP LẠI THẤY TÂN GÕ CỬA TAO MƯỢN TẠM ÍT TIỀN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_181.wav,282080,BÀ HOA TRẢ LỜI CÓ THẤY DẤU HIỆU PHẠM TỘI CỦA THỌ NHƯNG CHƯA RÕ PHẠM TỘI GÌ NÊN ĐÃ YÊU CẦU CƠ QUAN ĐIỀU TRA XÁC MINH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_182.wav,280080,KHÔNG PHẢI AI YÊU NHAU CŨNG CHI LI ĐẾN MỨC XÉT LÝ LỊCH CÁ NHÂN NHƯ EM NGHĨ BỞI TÌNH YÊU THUỘC VỀ CẢM XÚC
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_183.wav,288080,VUA LỪA ĐÃ BỊ BẮT NHƯNG AI CHẮP CÁNH CHO ÔNG VUA KHÔNG CÓ MỘT ĐỒNG VỐN LẬN LƯNG NÀY ĐI LỪA TRONG SUỐT MỘT THỜI GIAN DÀI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_184.wav,208080,THỢ THÊU CỦA XÓM PHẦN ĐÔNG TỪ LÒ ĐÀO TẠO CỦA ANH CHỊ MÀ RA
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_185.wav,294080,ĐẶC BIỆT QUA VIỆC SƯU TẦM TÌM HIỂU CÁC EM SẼ NẮM CHẮC KIẾN THỨC VỀ LỊCH SỬ VĂN HÓA VÀ CẢ KHOA HỌC ÔNG HIẾU BỘC BẠCH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_186.wav,288080,THEO HỌ KẾ HOẠCH NÀY ĐỤNG CHẠM ĐẾN QUYỀN TƯ HỮU VÀ CÓ NGUY CƠ BIẾN THÀNH PHONG TRÀO CHIẾM DỤNG ĐẤT ĐAI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_187.wav,368080,CÓ PHẢI ĐÂY LÀ KẾT QUẢ CỦA CƠ CHẾ BẢO THỦ NGĂN KHÔNG CHO PHỤ NỮ VÀ THÀNH PHẦN THIỂU SỐ NẮM GIỮ NHỮNG CẤP BẬC CAO HƠN KHÔNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_188.wav,320080,PHÍA MỸ KHẲNG ĐỊNH HỌ ĐÃ BẮN VÀO CHIẾC XE HƠI KHÔNG THEO HIỆU LỆNH DỪNG XE CỦA BINH SĨ TẠI CHỐT GÁC
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_189.wav,216080,TUY NHIÊN CŨNG KHÔNG NÊN CỨNG NHẮC ĐÓNG KHUNG TINH THẦN CỦA TA TRONG NHỮNG KHUÔN KHỔ ẤY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_190.wav,313080,MỌI SINH HOẠT CÁ NHÂN ĐỀU KHÔNG CHỦ ĐỘNG ĐƯỢC CỨ THẾ MÀ THẢI THẲNG RA CÁI BỊCH ĐEO BÊN HÔNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_191.wav,240080,TRONG KHI ĐÓ LÀN SÓNG TẤN CÔNG NHẮM VÀO CÁC TRƯỜNG HỌC CŨNG ĐANG GIA TĂNG TRONG THỜI GIAN GẦN ĐÂY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_192.wav,192080,MỘT VẤN ĐỀ NỮA HẾT SỨC THEN CHỐT VÀ NHẠY CẢM LÀ BÀI TOÁN CHIA SẺ CHI PHÍ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_193.wav,196080,NHƯNG MÀ NÓI THIỆT VỚI CHỊ MỖI LẦN ĐI HỌP TRONG VÙNG LÀ EM LẠI CÀNG CHÁN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_194.wav,312080,NGUỒN DỰ PHÒNG NÀY CHỈ ĐƯỢC SỬ DỤNG TRONG TRƯỜNG HỢP CẦN KÍCH HOẠT ĐÈN KHẨN CẤP Ở THIẾT BỊ QUAN TRỌNG VÀ CỬA RA MỖI TẦNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_195.wav,368080,HÃNG HIỆN ĐANG KHAI THÁC TUYẾN BAY CAO HÙNG HÀ NỘI MỖI TUẦN BA CHUYẾN CHỦ YẾU PHỤC VỤ CÁC DOANH NHÂN ĐÀI LOAN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_196.wav,188080,TUẦN CÓ SÁU BUỔI THÌ BA BUỔI THẦY LÀM HỌC SINH CỦA TRUNG TÂM NGOẠI NGỮ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_197.wav,197080,NHƯNG NÓ LẠI LÀ BIỂU HIỆN CỦA TÌNH TRẠNG THỂ CHẤT KHÔNG HOÀN TOÀN KHỎE MẠNH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_198.wav,196080,ANH À EM MỚI VỪA ĐI TIỆM UỐN TÓC ĐỂ SỬA SANG LẠI CHÚT ĐỈNH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_199.wav,294080,RẤT NHIỀU NGƯỜI NHƯ TÔI PHẢI BUỘC NHẬN LƯƠNG QUA THẺ CHẲNG QUA LÀ ĐỂ THUẬN LỢI CHO CHỦ DOANH NGHIỆP TRONG VIỆC CHI TRẢ LƯƠNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_200.wav,283080,MỤ HAI TRỞ VÀO LÒ GẠCH NHẬN LÃNH MỘT CÁI ỐNG TRÚC KHÁ NHỎ RỒI GIẤU TRONG NGỰC
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_201.wav,268080,NGAY CẢ VIỆC DÁM ĐỨNG TRƯỚC BÁ QUAN THIÊN HẠ MÀ HÁT ĐÃ LÀ QUÁ CHUYÊN RỒI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_202.wav,282080,BÊN CẠNH ĐÓ PHẢI XEM XÉT TẠI SAO HỌ PHẢI XIN ĐIỂM MUA ĐIỂM CHO CON EM MÌNH VỚI BẤT CỨ GIÁ NÀO
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_203.wav,257080,ĐIỀU ĐÓ MỘT LẦN NỮA CHO THẤY MAI PHƯƠNG THÚY ĐƯỢC ĐÁNH GIÁ NGÀY CÀNG CAO NHẤT LÀ VÀO NHỮNG NGÀY GẦN CHUNG KẾT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_204.wav,235080,NẾU AI THẤY CẢNH TƯỢNG NÀY CHẮC SẼ NGHĨ MỘT CON ĂN TRỘM ĐANG CHUẨN BỊ CẠY CỬA NHÀ DUNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_205.wav,247080,LÀ MỘT NHÂN VIÊN CẨN THẬN CÓ NGHĨA LÀ BẠN CẦN PHẢI CÓ KHẢ NĂNG QUẢN LÝ TỐT CÓ TRÁCH NHIỆM CAO
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_206.wav,185080,NHÀ ANH TA LÀ CĂN HỘ TẬP THỂ CHẲNG HẠN THÀNH CÔNG HAY TRUNG TỰ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_207.wav,214080,KHI TÔI NHẮC LẠI NHỮNG CA TỪ TRÊN ÔNG NHẠC SĨ GIÀ MÓM MÉM CƯỜI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_208.wav,295080,THƯƠNG YÊU NHÂN DÂN VÔ HẠN LÀ THƯƠNG YÊU TỪNG NGƯỜI TỪNG TRƯỜNG HỢP CỤ THỂ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_209.wav,301080,CÒN TRÊN CHẤT LIỆU SƠN DẦU CÁC HỌA SĨ KHÁC TÌM CHO MÌNH MỘT CÁCH QUAN SÁT RIÊNG TRƯỚC CUỘC SỐNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_210.wav,260080,TUY NHIÊN BIỆN PHÁP NÀY VẪN ĐƯỢC COI LÀ CÒN KHÁ NHẸ VÌ KHÔNG THỂ GIẢI QUYẾT RỐT RÁO VẤN ĐỀ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_211.wav,308080,DIỄN BIẾN THỊ TRƯỜNG VÀNG KHÁC HẲN VỚI THỜI ĐIỂM TRƯỚC KHI THỐNG ĐỐC NGÂN HÀNG NHÀ NƯỚC CẤP PHÉP NHẬP VÀNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_212.wav,232080,NHẬT BẢN ỦY BAN CHÍNH PHỦ NHẤT TRÍ KIẾN NGHỊ CÔNG CHÚA CÓ THỂ KẾ VỊ NGAI VÀNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_213.wav,168080,CHỤP HÌNH QUAY PHIM LUÔN ĐƯỢC PHÁT HUY TỐI ĐA TRONG MỌI HOÀN CẢNH CÓ THỂ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_214.wav,320080,MẸ ĐẠT NGẬM NGÙI LAU NHỮNG GIỌT NƯỚC MẮT LĂN DÀI TRÊN MÁ ĐẠT ĐI HỌC MỘT BUỔI CÒN MỘT BUỔI PHỤ MẸ NẤU CƠM NẤU NƯỚC LÀM VƯỜN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_215.wav,290080,NGƯỜI PHỤ NỮ ĐÓ KHÔNG KHỎI XÚC ĐỘNG KHI NGHE MẸ TÔI NÓI CHÂN THÀNH NHƯ THẾ BÀ ĐƯA TAY RA NHẬN LẤY TỜ BẠC
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_216.wav,229080,THỨ TRƯỞNG THẮNG NÓI BỘ ĐÃ PHẢI CÂN NHẮC RẤT NHIỀU TRƯỚC KHI ĐƯA RA QUYẾT ĐỊNH NÀY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_217.wav,327080,NÓI CHO NGAY CŨNG CÓ CÁC HỘI NÔNG DÂN HỘI LUẬT GIA Ở CÁC TỈNH THÀNH LIÊN QUAN NHƯNG BÁ NHÂN BÁ TÁNH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_218.wav,264080,ĐÓ LÀ CÁI GIÁ MÀ CHỊ EM LÂM BÍCH THỦY ĐÃ BỎ RA ĐỂ TƯỚC ĐOẠT MẠNG SỐNG CỦA MỘT CON NGƯỜI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_219.wav,189080,HẦU HẾT KHÔNG BIẾT CẦM CON CHUỘT THẾ NÀO CHỨ NÓI GÌ ĐẾN GÕ CHỮ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_220.wav,424080,CÀNG ĐI SÂU VÀO CUỐI HẺM MÙI HĂNG HẮC NHƯ ĐẤT ĐÈN CÀNG BỐC LÊN ĐẬM ĐẶC KHIẾN CHÚNG TÔI DÙ MỚI TIẾP XÚC CŨNG THẤY ĐAU ĐẦU BUỒN NÔN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_221.wav,368080,KHI CHÚNG TÔI VÀO NGHĨA TRANG ĐI TÌM TỪNG HÀNG ĐỂ Ý NHỮNG MỘ TO CỨ NGHĨ MỘ VUA PHẢI RẤT ĐẸP VÀ LỚN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_222.wav,268080,VÌ VẬY KHI THẤY THỊ TRƯỜNG MỚI ĐẢO CHIỀU ĐƯỢC MẤY NGÀY THÌ NGÂN HÀNG CHƯA BÁN VỘI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_223.wav,229080,MỘT SỐ NƠI ĐÃ CÓ NƯỚC MÁY NHƯ GÒ VẤP TÂN PHÚ VẪN CÓ NHIỀU NGƯỜI KHOAN GIẾNG ĐỂ XÀI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_224.wav,219080,NHÀ MAY MẮN NHẬN ĐƯỢC THÊM NHIỀU SỰ GIÚP ĐỠ CỦA BÀ CON VIỆT KIỀU Ở NƯỚC NGOÀI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_225.wav,260080,ÔNG NGUYỄN VĂN CHÂU GIÁM ĐỐC SỞ Y TẾ CHO BIẾT ĐÂY LÀ MỘT YẾU TỐ CẦN QUAN TÂM VÀ KIỂM TRA GIÁM SÁT
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_226.wav,204080,VÀI NĂM QUA CHÂU GIANG ĐÃ NGƯNG VIẾT ĐỂ TẬP TRUNG CHO GIA ĐÌNH VÀ VẼ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_227.wav,208080,THÔNG TIN CỦA ANH KHÔNG RÕ LÀ CHA ANH MẤT CÓ ĐỂ LẠI DI CHÚC HAY KHÔNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_228.wav,184080,LỜI KHUYÊN CHO BẠN HÃY XIN CỐ VẤN Ý KIẾN TỪ NHỮNG CHUYÊN GIA VỀ MÁY TÍNH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_229.wav,216080,HỘI NÀY NGHE HƯƠNG HỨA SẼ CHĂM SÓC ĐƯA CHÁU BÉ ĐI BỆNH VIỆN ĐÃ CHO HƯƠNG
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_230.wav,214080,CỔNG VÒM ĐẦY NGƯỜI ĐANG ĐI TỪ LÒ SƯỞI NÀY ĐẾN LÒ SƯỞI KHÁC ĐỂ NIÊM PHONG LẠI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_231.wav,327080,PHẦN LỚN CÁC TÀI XẾ LƯỜI BẬT ĐÈN PHA KHI MẶT TRỜI XUỐNG DẪN ĐẾN TỈ LỆ THƯƠNG VONG DO TAI NẠN CAO
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_232.wav,224080,TA ĐƯỢC LÀM GIÀU THÊM BẰNG CHÍNH SẢN PHẨM CỦA GIỜ PHÚT XUẤT THẦN CỦA MÌNH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_233.wav,360080,THỰC HIỆN LẠI SOI CỔ TỬ CUNG BẤM SINH THIẾT ĐỒNG THỜI NẠO KÊNH CỔ TỬ CUNG ĐỂ TRÁNH BỎ SÓT CÁC TỔN THƯƠNG NẰM SÂU TRONG KÊNH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_234.wav,261080,NẾU SAU KHI PHÚC KHẢO PHẢI SỬA ĐIỂM BÀI THI TRƯỜNG SẼ HOÀN LẠI KHOẢN LỆ PHÍ NÀY CHO THÍ SINH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_235.wav,206080,ĐỘI CỦA BỆNH VIỆN PHÁP VIỆT HÓA TRANG VỚI MÀU XANH ĐẶC TRƯNG CỦA MÌNH ẢNH MINH ĐỨC
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_236.wav,289080,CHÚNG TÔI CỨ THẾ MÀ NHỒI SỌ NHỮNG CÂU HỎI VÀ CÂU TRẢ LỜI TRONG TÀI LIỆU ĐÓ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_237.wav,268080,VỚI NHỮNG TÌNH HUỐNG NHƯ VẬY CÁCH GIẢI QUYẾT CỦA BẠN SẼ CHO THẤY KHẢ NĂNG LÀM CHỦ TÌNH HUỐNG VÀ SỰ THÀNH CÔNG CỦA BẢN THÂN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_238.wav,167080,HY VỌNG BẠN SẼ CÂN NHẮC VÀ NGHĨ SUY ĐỂ BIẾT KIỀM CHẾ CHÍNH MÌNH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_239.wav,204080,RẤT NHIỀU TRƯỜNG HỢP PHỤ HUYNH ĐAU ĐẦU VÌ CON MỘT ĐÃ TÌM ĐẾN CHUYÊN VIÊN TƯ VẤN TÂM LÝ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_240.wav,271080,ĐƯỢC BIẾT NHÀ BỆNH NHÂN CÓ NUÔI VỊT TRƯỚC ĐÓ KHOẢNG MƯỜI NGÀY ĐÀN VỊT NÀY BỊ CHẾT BỆNH NHÂN CŨNG CÓ ĂN THỊT GÀ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_241.wav,204080,BÂY GIỜ ĐÃ ĐẾN LÚC ĐỂ BẠN TRỔ TÀI CẮM HOA THEO Ý THÍCH VÀ SỞ TRƯỜNG CỦA MÌNH RỒI ĐẤY
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_242.wav,250080,NHỮNG DỊCH VỤ LỜI ÍT HOẶC KHÔNG CÓ LỜI TẠM NGƯNG TẬP TRUNG NGUỒN LỰC CHO NHỮNG DỊCH VỤ MANG LẠI NHIỀU LỢI NHUẬN
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_243.wav,218080,CHỦ TRƯƠNG CỦA HƯƠNG LÀ TRANG PHỤC PHẢI LỊCH SỰ ĐƠN GIẢN VÀ TẠO ĐƯỢC LỢI THẾ VỀ THỂ HÌNH
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK27_244.wav,358080,RIÊNG LOẠI SÁCH IN HAI MẶT GIẤY THÌ SỬ DỤNG LOẠI GIẤY CHUYÊN DỤNG TRONG MỎNG NHẬP KHẨU ĐỂ DÁN BỒI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK28_001.wav,180080,TẠI VÌ NHẬU VÔ TÔI KHÔNG KIỀM CHẾ ĐƯỢC TÍNH TÌNH LÀM CHUYỆN TẦM BẬY TẦM BẠ HOÀI
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK28_002.wav,186080,SỰ THẬT THÌ TẤT CẢ MỌI NGƯỜI ĐỀU CÓ THỂ TRỞ THÀNH NHÂN VIÊN TẬN TÂM VỚI NGHỀ
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK28_003.wav,180080,SAU ĐÓ ÔNG CHIA HẾT SỐ LÚA GIỐNG VÀ KỸ THUẬT CHO AI CÓ NHU CẦU
/usr/workspace/pykaldi/deepspeech/vietnam/train/VIVOSSPK28_004.wav,266080,THEO ANH ĐỨC ĐỘNG THÁI MUA RÒNG CỦA KHỐI ĐẦU TƯ NGOẠI CŨNG CÓ THỂ XUẤT PHÁT TỪ NHÓM ĐẦU TƯ ỦY THÁC NÀY
